"loc1.1750","loc2.1750","loc1.1850"
0.434587509875264,0.634127957724545,0.440107053384507
0.456947290194189,0.649348804813844,0.502684771531689
0.436638067778165,0.522402039259067,0.43993186175489
0.27708321742468,0.383515486178011,0.309579916167443
0.349662238083896,0.559939395540069,0.367171832761691
0.478565668209776,0.676974943048842,0.491036599031807
0.475764032181793,0.687842342020952,0.483307437319748
0.722124904667687,0.842850835837623,0.730384530123444
0.526704884673006,0.746215385075093,0.53518918815989
0.687415569294278,0.818593743135424,0.699555559793694
0.391152096568807,0.428505148194934,0.407544361673001
0.565101558731069,0.555299243247277,0.583701283108935
0.455684767803409,0.702221405154621,0.479450453194903
0.406244288190884,0.576429207734562,0.418004754471049
0.556223259010357,0.730969853803746,0.578388082282274
0.393722799962338,0.593008512229679,0.413333003994788
0.436040099513061,0.524567172427944,0.44580084156612
0.388850227598207,0.50657039780267,0.424171615340571
0.338816551598959,0.572814170604274,0.352343670788856
0.552075307193505,0.637309303426626,0.593298109686283
0.427315183987906,0.52810385672358,0.431743365694602
0.539445173535226,0.628377860307572,0.539133229677826
0.368462156319264,0.572719433772005,0.385976805446198
0.402236792259456,0.52542714329956,0.405274777576353
0.390920225802905,0.519762580923314,0.402220394861111
0.550122842191254,0.657835133508597,0.571686758040205
0.579090440089217,0.630630509724131,0.605354649893169
0.423341413909746,0.499899391278168,0.451663391094353
0.619363377060857,0.603235739975249,0.621261020161665
0.454929218482171,0.527473922689827,0.441786888027602
0.371856478096,0.45292011221191,0.368225887361466
0.541944365829614,0.615755574969379,0.56242573542337
0.414299873477284,0.678112250849474,0.425976525480392
0.433943129071041,0.477802645299169,0.425342379920691
0.490759346753609,0.593179254132651,0.512791673696517
0.502061401896814,0.63673115405144,0.524545024605172
0.558033333611391,0.669388192856102,0.583911895221357
0.526504306125199,0.659428335996249,0.5620045816611
0.497177166774592,0.589692098975113,0.481542334084659
0.363734904375043,0.55452343234392,0.365040107289362
0.417520031495667,0.636377585193466,0.451300681120385
0.475470129946587,0.627760512664405,0.491425117259756
0.750433265953195,0.817482859198496,0.774031175673501
0.619396143422425,0.650338127021179,0.660132255505245
0.512016408428691,0.579553083588789,0.529033741559742
0.408300878885155,0.446396474440905,0.439777051156386
0.428438379734485,0.506077478769257,0.43159452278329
0.291086719264621,0.372823085686019,0.290426257446653
0.31524137262557,0.462040942562752,0.309088261652336
0.518429413175206,0.500577836372997,0.510599077281451
0.45563971752229,0.568497227130364,0.464865320169478
0.461675904803519,0.59200739109756,0.504013767537968
0.476191829024089,0.551471837707446,0.499418307372552
0.410071080126064,0.568192985598479,0.435411076652127
0.339651382135298,0.479729568638312,0.35698061257489
0.552709238115763,0.681508491827071,0.552231913143397
0.519207362926213,0.688309321480031,0.531586411693253
0.614418868822495,0.680838623936788,0.604263986031872
0.53056587289567,0.703755175643526,0.553909161475672
0.393220550146554,0.507213297330212,0.430526503853356
0.444360219907266,0.566393090598626,0.440633918668199
0.417311284423791,0.444305434511959,0.470576741430427
0.57396864797898,0.579353733395468,0.627388213171424
0.37023670611413,0.509536634020432,0.370488929490691
0.391008154187992,0.504033195291373,0.415307229309919
0.452869100718628,0.526327188997249,0.452739013864912
0.403190047639084,0.615421067343564,0.432485985718765
0.375939468656931,0.563492455289166,0.394412350988359
0.272589965067528,0.448121834814288,0.286931741547371
0.540600055495794,0.567452997384931,0.566293045476667
0.49053457606752,0.552339751522712,0.571040218578157
0.521979897133284,0.57415577971525,0.58859605341416
0.532877790155692,0.445449686723504,0.411474399065609
0.617475753743153,0.603427202396945,0.695525601003317
0.435282118474352,0.438622545734323,0.675421646799991
0.498239362199893,0.58466830996863,0.788750666986797
0.342573464733857,0.434898806984828,0.791488653774633
0.610860089952675,0.688699091030604,0.8810973295247
0.302179299336598,0.51351072393485,0.441298544056101
0.696277128201739,0.79735377373445,0.866296368415696
0.509035617897339,0.640285682874145,0.512955784361753
0.356274628727346,0.51311771581263,0.364784674884591
0.38794766499251,0.605097601496621,0.416025917490742
0.761192588865107,0.784459580604328,0.764689769809815
0.531236478698783,0.551511149076232,0.551332702950139
0.45597276808329,0.584620941954213,0.45547608531692
0.603717465142606,0.657759169500515,0.640618425531512
0.397170136895905,0.514984855434592,0.433137086723791
0.438773620863745,0.537540661811442,0.47673292681933
0.414788477875236,0.570045269000834,0.440431753901511
0.274191775282838,0.306005438789691,0.398546663792941
0.252795848982791,0.392511733648,0.351680325980031
0.410917301311889,0.433476754900421,0.403516492912436
0.291064903471094,0.293030557569726,0.395987960087165
0.27145450718543,0.355584572763357,0.30880960979621
0.502914932174762,0.606535634151314,0.520831208812007
0.446764330948169,0.638482630576921,0.455315741952385
0.628416471544241,0.644357435505622,0.639425604754856
0.455246070160772,0.64808423270497,0.477085601190069
0.544821558700806,0.585483148035191,0.540956221476436
0.39900928482086,0.508463665872473,0.414367185830835
0.324687859500633,0.484890364190724,0.328502066511437
0.544795168583825,0.628653723710814,0.561422354245453
0.423124278226752,0.521954251891181,0.450044408104004
0.293153530673437,0.437980510162198,0.324746229070069
0.618486630708999,0.716741496522678,0.665559742887798
0.474292398942484,0.638489416737009,0.487791121355251
0.531506539981238,0.679630274684989,0.576964953258571
0.565043757013142,0.655461775633695,0.59605396541277
0.608326420276414,0.629869343034668,0.637448890196613
0.3588248246973,0.539712750314895,0.387123056869876
0.591134228590885,0.63846890373757,0.521768226948471
0.464889158967161,0.553010079616247,0.534081293661759
0.572726639986499,0.648314464189493,0.656178448084973
0.49094752302168,0.625560452645693,0.687227898494294
0.389720992184349,0.576737482854247,0.4037110033441
0.349600782071593,0.486602870103159,0.340196242778618
0.472330988244552,0.487941014145474,0.512434207317167
0.294500121336971,0.520565749991387,0.296961238065452
0.388680532739408,0.537322482542334,0.387392914849862
0.414431261068634,0.486741039468045,0.428389545121364
0.543937352330946,0.617998205705058,0.561363955964552
0.526868154133549,0.5458385311799,0.565247801287367
0.43225207941852,0.513256710564582,0.490643702727384
0.404983577302488,0.592921239108357,0.438293571803022
0.36518654292026,0.446083818290914,0.365604003859725
0.617971553714985,0.644835791825268,0.620363870367043
0.235020328977912,0.401635515463852,0.237064385793746
0.555932123183637,0.649696992109923,0.576192485394217
0.534951016060646,0.582239945953161,0.575303355028864
0.69586445311217,0.861842738705732,0.932642975113961
0.748563999277406,0.896983608153958,0.809062207519718
0.714866064827405,0.886725277195203,0.643763070876979
0.346703850778262,0.624766709351689,0.225288339046513
0.268660108649921,0.384744968832577,0.397473333664109
0.390682299402562,0.542056340286745,0.363797740428676
0.692919124987553,0.624614683581936,0.692017505834917
0.295932847065884,0.34274827884284,0.279873526844838
0.454878379829933,0.613573158836469,0.450528141280431
0.483365832334546,0.561655173881825,0.504935336058733
0.583475658000481,0.664523740684504,0.608433232358344
0.288754430040897,0.519524793838524,0.317760698742545
0.333558704453119,0.40769873162977,0.361948310366802
0.303352224090737,0.442117050104366,0.312380588834843
0.446317268955761,0.507638023181842,0.476661714090457
0.536667324480678,0.634686850839532,0.53931865286257
0.387157509201018,0.561302654198663,0.403404583544713
0.414276100173728,0.528772241702852,0.41860026661583
0.497778630676679,0.645239145807324,0.536076667861323
0.31999757722436,0.470457466805078,0.330279325416035
0.52405004821763,0.553885863708389,0.567927013028769
0.483058501425804,0.599997213090381,0.506912311847487
0.48352001111427,0.592956590169577,0.493531542059079
0.3359383860622,0.565908248262769,0.348911547106799
0.546193600490326,0.637647462814781,0.546671927787256
0.482392689172859,0.653490881336836,0.506971666002258
0.509983222000206,0.645055072139958,0.526385569080193
0.598973719911149,0.633656964116545,0.586370286983257
0.529737162281464,0.647457693112767,0.539715026856417
0.384189252793204,0.519749576101895,0.41478725812408
0.504113403481725,0.565241631939264,0.511770155009532
0.391940924252257,0.670846554687355,0.397720220414652
0.497444131576746,0.628882304241438,0.510985429010968
0.385815348165345,0.507240447928052,0.391644423033754
0.362249529347022,0.455705766165285,0.366341801611864
0.428606619481544,0.601688773745665,0.453277937152503
0.388527952506007,0.511462814476701,0.412628332242578
0.342573235188594,0.395846523520303,0.358747622661746
0.434080703812247,0.51340884160481,0.462386820230364
0.275698667821775,0.494059466307856,0.278943012157428
0.335546331158011,0.481806744973035,0.355383216667655
0.559065141429685,0.600260069257143,0.560075184027963
0.58254455172314,0.676724183768369,0.604726003854026
0.346884150479958,0.504214493828759,0.374861688512474
0.551333501121418,0.537227855136063,0.568048688936676
0.479987512108285,0.542095106166025,0.501203745601197
0.456956706619795,0.590350186382863,0.475419324276445
0.417097013694651,0.566820477199606,0.431399981974483
0.391877181131368,0.550281987558273,0.391858361184412
0.430674621467469,0.544563852347571,0.451119016094933
0.383841128026461,0.473141682299238,0.401094977063453
0.421098244813111,0.514837223592282,0.408475630770732
0.467705574460155,0.607445165678072,0.496364373184535
0.578607659828261,0.655875626895212,0.611239368261111
0.533044352421815,0.525460025402334,0.544817020219275
0.215868569095592,0.392804382984871,0.212888239353709
0.384575500876541,0.577135556744228,0.389953771425478
0.419625557383898,0.506915602002177,0.431847158852744
0.612126306325455,0.703484758331423,0.637994213830818
0.344973954621324,0.576028690909976,0.398849904483495
0.401544792026107,0.4085320555123,0.408387046756276
0.375727024940579,0.581499618501954,0.388611601734209
0.437218974143224,0.52303566985279,0.45267467971845
0.382114563114818,0.55721483742239,0.396565198716237
0.312947032278116,0.467481913528539,0.322918565422108
0.495300380840711,0.585732351540497,0.53470596171869
0.435867699510739,0.512894550941605,0.458700526686339
0.299615317234263,0.37017270854377,0.335345011125627
0.33667697718001,0.378246467755753,0.376947569983995
0.20373094406866,0.390620479424028,0.216737411282605
0.469664655160784,0.646022383152767,0.484672642578311
0.31600905442501,0.503225157284095,0.344976436355978
0.414168326802871,0.551312120365553,0.432239773128677
0.377527760594866,0.629561915338701,0.415899447498839
0.510548636661593,0.564167287467333,0.521970858658957
0.473213205579266,0.637990020177006,0.477213235426044
0.472085832972272,0.666994005455593,0.504153656593002
0.575931674812697,0.672912265322849,0.602991819627555
0.470496605913759,0.565472116078853,0.476844712055263
0.266433796914538,0.479998408237397,0.26834524895409
0.362508761143312,0.498726593288629,0.393582462388249
0.37191833409837,0.477347300867561,0.372037985716248
0.317447272467693,0.467288689121678,0.351517609226203
0.31563671024398,0.469698569542642,0.341210681957346
0.640309213171613,0.639362439448186,0.682686989721811
0.530899077860965,0.623947820964509,0.537005832411616
0.513722896640986,0.566382191092196,0.5452272534147
0.488326656005132,0.611728084654758,0.518076383180422
0.49523175479652,0.671351023415807,0.52860594090781
0.589081022108593,0.68153041054233,0.588937365106115
0.419482316979472,0.603856166486028,0.407050777541832
0.321713547039366,0.475379910970307,0.308684271403116
0.34700840637848,0.451178212734036,0.350099644418473
0.371105835673812,0.541742281791802,0.37331826250631
0.61175763928695,0.650209656685524,0.630419757063202
0.379275759817449,0.482895704745177,0.395288419338142
0.246608943316933,0.427766120167225,0.255922977271108
0.473369830454444,0.633301658967075,0.491610245677991
0.354160924749485,0.410904955730497,0.365412507919548
0.537245319188681,0.598358677993801,0.580615742898919
0.28973760064378,0.422938387746383,0.304667460855433
0.506918674289331,0.419268670371099,0.522564022627045
0.563232373826227,0.613912424587343,0.588090031453789
0.305247994969668,0.439518396697752,0.299521184962822
0.494751414909795,0.633241942812161,0.529379527252405
0.497928216275577,0.634675621858224,0.516018074709746
0.422950718554331,0.598542427677627,0.440564720725857
0.362731888725327,0.556362313169862,0.380403446700418
0.444698034820134,0.589362965097889,0.477661596626719
0.465055155924185,0.5853764279243,0.499064600123012
0.295938043077643,0.463739360968447,0.308884305118905
0.513759634696535,0.579505574218146,0.542473666681178
0.356527585484916,0.515355754462952,0.376739233501456
0.416869052358938,0.411108225681802,0.43372521608544
0.415801487324016,0.63536153154918,0.442799930181844
0.51537937517988,0.553180484558001,0.518075126323364
0.339660265414271,0.551468792723929,0.35059288623103
0.502887079477185,0.699313879520415,0.519958198945117
0.392340358827812,0.593204285206562,0.407206959938576
0.564941242689653,0.579094125176025,0.567347705362668
